5035.79	-56165.01	-0.178843096
5035.80	-56165.08	-0.178843319
5035.74	-56164.71	-0.178842157
5035.63	-56164.10	-0.178840175
5035.71	-56164.53	-0.178841561
5035.97	-56165.98	-0.178846240
5036.09	-56166.67	-0.178848445
5036.05	-56166.41	-0.178847626
5035.89	-56165.56	-0.178844884
5035.76	-56164.83	-0.178842530
5035.74	-56164.72	-0.178842187
5035.77	-56164.86	-0.178842634
5035.60	-56163.96	-0.178839713
5035.34	-56162.49	-0.178835005
5035.29	-56162.23	-0.178834170
5037.45	-56163.14	-0.178837091
5037.61	-56164.02	-0.178839907
5039.52	-56163.52	-0.178838298
5039.36	-56162.62	-0.178835407
5043.31	-56162.33	-0.178834468
5045.36	-56162.59	-0.178835332
5047.41	-56162.92	-0.178836390
5051.34	-56162.52	-0.178835109
5055.19	-56161.69	-0.178832412
5057.16	-56161.51	-0.178831846
5061.35	-56162.54	-0.178835154
5065.50	-56163.38	-0.178837851
5069.48	-56163.27	-0.178837508
5073.43	-56162.99	-0.178836614
5077.42	-56162.96	-0.178836495
5081.50	-56163.39	-0.178837880
5085.53	-56163.57	-0.178838477
5089.44	-56163.05	-0.178836793
5091.33	-56162.46	-0.178834885
5095.31	-56162.34	-0.178834513
5099.41	-56162.87	-0.178836226
5103.43	-56163.02	-0.178836718
5107.38	-56162.76	-0.178835854
5113.38	-56162.73	-0.178835779
5117.46	-56163.15	-0.178837135
5121.56	-56163.74	-0.178839013
5125.51	-56163.48	-0.178838179
5129.39	-56162.78	-0.178835928
5133.26	-56162.06	-0.178833604
5139.19	-56161.70	-0.178832456
5143.23	-56161.90	-0.178833082
5147.20	-56161.76	-0.178832635
5151.14	-56161.41	-0.178831518
5157.09	-56161.12	-0.178830579
5161.12	-56161.27	-0.178831071
5165.18	-56161.64	-0.178832263
5169.19	-56161.68	-0.178832382
5173.14	-56161.42	-0.178831547
5179.08	-56161.09	-0.178830504
5183.15	-56161.46	-0.178831697
5187.18	-56161.60	-0.178832144
5191.17	-56161.55	-0.178831965
5195.12	-56161.32	-0.178831220
5199.13	-56161.36	-0.178831369
5203.20	-56161.75	-0.178832605
5209.33	-56162.43	-0.178834811
5213.39	-56162.78	-0.178835928
5217.33	-56162.46	-0.178834885
5221.34	-56162.50	-0.178835034
5225.37	-56162.68	-0.178835601
5229.41	-56162.91	-0.178836346
5235.35	-56162.59	-0.178835303
5239.26	-56162.09	-0.178833723
5243.16	-56161.49	-0.178831771
5249.14	-56161.39	-0.178831443
5253.12	-56161.27	-0.178831071
5257.05	-56160.92	-0.178829938
5262.96	-56160.42	-0.178828329
5266.90	-56160.09	-0.178827286
5272.94	-56160.31	-0.178827986
5277.02	-56160.77	-0.178829446
5283.03	-56160.80	-0.178829566
5286.94	-56160.28	-0.178827882
5290.86	-56159.87	-0.178826571
5296.90	-56160.07	-0.178827211
5300.98	-56160.53	-0.178828701
5304.98	-56160.53	-0.178828701
5308.94	-56160.31	-0.178827986
5312.93	-56160.22	-0.178827688
5319.01	-56160.70	-0.178829223
5323.13	-56161.37	-0.178831398
5327.21	-56161.78	-0.178832710
5331.16	-56161.53	-0.178831920
5335.14	-56161.42	-0.178831547
5339.17	-56161.58	-0.178832069
5343.22	-56161.86	-0.178832978
5346.73	-56159.15	-0.178824246
5351.22	-56161.83	-0.178832859
5355.13	-56161.37	-0.178831398
5359.12	-56161.28	-0.178831100
5363.09	-56161.10	-0.178830534
5367.02	-56160.72	-0.178829297
5372.91	-56160.12	-0.178827360
5376.83	-56159.71	-0.178826049
5380.87	-56159.90	-0.178826675
5384.93	-56160.24	-0.178827763
5388.89	-56160.02	-0.178827047
5392.77	-56159.37	-0.178824961
5398.69	-56158.90	-0.178823426
5402.68	-56158.87	-0.178823352
5406.76	-56159.33	-0.178824812
5412.77	-56159.38	-0.178824991
5416.71	-56159.03	-0.178823873
5420.64	-56158.63	-0.178822562
5426.69	-56158.90	-0.178823456
5430.79	-56159.49	-0.178825334
5434.86	-56159.85	-0.178826496
5440.81	-56159.58	-0.178825632
5444.79	-56159.49	-0.178825334
5448.82	-56159.64	-0.178825825
5454.90	-56160.05	-0.178827137
5458.94	-56160.28	-0.178827882
5462.93	-56160.27	-0.178827837
5466.89	-56160.00	-0.178826973
5472.81	-56159.58	-0.178825632
5476.71	-56159.02	-0.178823829
5480.61	-56158.45	-0.178821996
5486.61	-56158.45	-0.178821996
5490.63	-56158.57	-0.178822368
5494.61	-56158.47	-0.178822070
5498.54	-56158.10	-0.178820878
5504.47	-56157.70	-0.178819567
5508.45	-56157.61	-0.178819299
5512.47	-56157.72	-0.178819641
5516.48	-56157.77	-0.178819820
5522.44	-56157.52	-0.178819001
5526.35	-56157.03	-0.178817421
5530.33	-56156.90	-0.178817019
5536.35	-56157.05	-0.178817496
5540.43	-56157.48	-0.178818882
5546.48	-56157.77	-0.178819790
5550.53	-56158.04	-0.178820685
5556.59	-56158.37	-0.178821728
5560.71	-56159.02	-0.178823829
5564.82	-56159.61	-0.178825736
5568.83	-56159.69	-0.178825974
5574.82	-56159.64	-0.178825825
5578.86	-56159.83	-0.178826451
5582.87	-56159.90	-0.178826675
5588.86	-56159.86	-0.178826526
5592.76	-56159.30	-0.178824738
5596.62	-56158.53	-0.178822264
5600.56	-56158.20	-0.178821176
5606.60	-56158.40	-0.178821847
5610.68	-56158.85	-0.178823277
5614.64	-56158.63	-0.178822562
5620.51	-56157.89	-0.178820193
5624.38	-56157.21	-0.178817987
5628.37	-56157.15	-0.178817794
5632.46	-56157.63	-0.178819343
5636.47	-56157.68	-0.178819522
5640.32	-56156.89	-0.178816974
5644.21	-56156.28	-0.178815022
5648.24	-56156.43	-0.178815484
5652.39	-56157.27	-0.178818211
5656.52	-56157.97	-0.178820461
